Site Name,Trinomial,Assay No.,Provenience (if known),Feature Type,Material,Taxa dated,Human,DatesUse,Error,Corrected/Raw,Corrected/Normalized 14C age, Corrected/Normalized Age,Delta 13C,Delta 13C source,Raw/Measured Age, Raw/Measured Age,AMS or Radiometric,Comments,Reference,pdf,Region
Flatrock Road ,41KM69,UW2009,40cm,,Ceramic sherd,,No,790,30,Corrected,790,30,-21.1,measured,,,AMS,,"Thompson, Jennifer L. at al, 2012. Archeological Testing and Data Recovery at the Flatrock Road Site, 41KM69, Kimble County, Texas. Center for Archaeological Research, The University of Texas at San Antonio. Archaeological Report, No. 419. ",Thompson 2012.pdf,CTx
Cibolo Crossing,41BX377,Beta-126363,N1003 E995 (99.81m),,charred material,,No,790,40,Corrected,790,40,-25.6,,800,,,,,,CTx
Honey Creek,41MS32,CAMS-7465,Level 4,,Charcoal,green condalia seed,No,800,60,Corrected,800,60,-27.2,measured,810,60,AMS,,,,CTx
Smith Rockshelter,41TV42,Tx-507,Layer IV-III,Rockshelter,Charcoal,,No,800,50,Corrected,800,50,,,,,Radiometric,,CARD March 2020 Database,,CTx
Kenyon Rockshelter,41TV742,TX-5291,"Feature 16, Unit N1012/W975, Level 6, Elevation 92.31",hearth,charcoal,,No,800,80,Raw,,,,,800,80,Radiometric,,"Coffman, R., M. Trachte, and M. Collins, 1986. Cultural Ecology of the Kenyon Rockshelter and the Cunningham site, Canyon Creek development, Travis County, Texas. Prewitt and Associates, Inc. No 53.",Coffman 1986,CTx
 ,41UV47,Tx-4428,"Area A, Level 5, Unit SE138-1",Midden,Wood Charcoal, ,No,800,110,Raw,0,0,0, ,800,110,Radiometric,Only MASCA Correction given at: A.D. 1330,"Lukowski, Paul D., 1987, Archaeological Investigations Along the Leona River Watershed, Uvalde County, Texas, Archaeological Survey Report, No. 132, Center for Archaeological Research, The University of Texas at San Antonio",Lukowski 1987,CTx
Anthon Site,41UV60,Tx-2443, , ,Wood Charcoal, ,No,800,86,Corrected,800,86,-25,Estimated,800,50,AMS, ,"Goode, Glenn T, 2002, The Anthon Site: A Prehistoric Encampment in Southern Uvalde County, Texas, Report 38, Texas Antiquities Committee Permit No. 88, Texas Department of Transportation",Goode 2002,CTx
Shepherd Site,41WM1010,Beta 168468,"Trench D2 west wall, Block D1, 180 cmbd, soil horizon",Large basin hearth,,,No,800,60,Corrected,800,60,-25.2,measured,800,60,,Material dated not specified. ,"Dixon, Boyd and Robert Rogers, 2006; ""Prehistoric Encampments at the Shepherd Site: Testing and Data Recovery at 41WM1010 Williamson County, Texas."" PBS&J. ",Dixon 2006.pdf,CTx
,41WM130,TX-2729,,,,,No,800,70,Raw,,,,,800,70,,,"Jon C. Lohse, 2014; ""Toward an Improved Archaic Radiocarbon Chronology for Central Texas."" Bulletin of the Texas Archeological Society 85. ",Lohse 2014.pdf,CTx
Stiver Ranch Burial Sinkhole,41KM140,GX-31431,human burial,burial,Bone,"Homo sapiens, right humerus, collagen",Yes,800,40,Corrected,800,40,-18.6,measured,,,AMS,,CARD March 2020 Database,,CTx
,41CV111,BETA-63004,"Unit #1, Depth 72-87cm",HEARTH,CHARCOAL,,No,810,70,Corrected,810,70,-26.4,measured,840,70,,,Fort Hood Database,,CTx
Unnamed rockshelter,41CV1166,Beta-83530,Burned rock  HEARTH,hearth,Charcoal,,No,810,60,Corrected,810,60,-25.5,measured,,,,,CARD March 2020 Database,,CTx
,41CV1391,BETA-75166,"Unit #2, Depth 40-50cm",,CHARCOAL,,No,810,50,Corrected,810,50,-25.9,measured,,,,,Fort Hood Database,,CTx
,41CV1430,BETA-119149,"Unit #1, Feature #2, Depth 51-62cm",HEARTH,CHARCOAL,,No,810,60,Corrected,810,60,-26.7,measured,,,AMS,,Fort Hood Database,,CTx
The Toyah Bluff Site,41TV441,Beta-131108,"Blk. 2, TU 49, Lv. 2-3 (18 cm bgs)",,Charred materials,,No,810,60,Corrected,810,60,-25.9,measured,800,60,AMS,Sample TB57,"Karbula, J. Feit, R., and Griffith, T. (2001). Changing Perspectives on the Toyah: Data Recovery Investigations of 41TV441, The Toyah Bluff Site Travis County, Texas. Hicks and Company Archeology Series No. 94",Karbula 2001,CTx
Cibolo Crossing,41BX377,Beta-126366,N1003 E996(99.78m),,charred material,,No,815,50,Corrected,815,50,-25.3,,820,,,,,,CTx
,41BL743,BETA-149097,,,CHARCOAL,,No,820,40,Corrected,820,40,-25.6,measured,,,AMS,,Fort Hood Database,,CTx
,41CV115,TX-8418,"Unit #3, Feature #1, Depth 30-40cm", HEARTH,CHARCOAL,WHITE OAK,No,820,40,Corrected,820,40,-26,measured,,,,,Fort Hood Database,,CTx
Three Dog ,41CX95,Tx-1707,Feature #6,Hearth,Charcoal,,No,820,70,Corrected,820,70,,,,,,,"Valastro, S. Jr., 1977. University of Texas at Austin Radiocarbon Dates XI. Vol. 19, No. 2.",Valastro 1977,CTx
,41KM225,Beta-230019,"AU1, 70 cmbs",Midden,Charcoal,,No,820,40,Corrected,820,40,-26.3,measured,840,40,AMS  ,,"Bonnie, Mindy et al., 2007. Significance Testing of Site 41KM225, Kimble County, Texas. Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State, Article 12, Vol. 2007. ",Bonnie2007.pdf,CTx
Corn Creek #2,41MK9,CAMS- 8960,Midden A,base of midden,wood charcoal,,No,820,60,Corrected,820,60,-25,estimated,820,60,AMS,,Robert Kelly Database ,,CTx
,41BL728,BETA-285829,,,CHARCOAL,RED OAK,No,830,40,Corrected,830,40,-24.4,measured,,,AMS,,Fort Hood Database,,CTx
,41CV382,BETA-119136,"Unit #3, Feature #3, Depth 37-40cm",HEARTH,CHARCOAL,OAK,No,830,50,Corrected,830,50,-24.4,measured,,,AMS,,Fort Hood Database,,CTx
Flatrock Road,41KM69,UGAMS-4355,,,Pottery Residue,,No,830,30,Corrected,830,30,-21.9,measured,,,AMS,,CARD March 2020 Database,,CTx
Flatrock Road ,41KM69,UW2007,40-50cm,,Ceramic sherd,,No,830,30,Corrected,830,30,-21.9,measured,,,AMS,,"Thompson, Jennifer L. at al, 2012. Archeological Testing and Data Recovery at the Flatrock Road Site, 41KM69, Kimble County, Texas. Center for Archaeological Research, The University of Texas at San Antonio. Archaeological Report, No. 419. ",Thompson 2012.pdf,CTx
Smith Rockshelter,41TV42,Tx-518,Layer VII,Rockshelter,Charcoal,,No,830,70,Corrected,830,70,,,,,Radiometric,,CARD March 2020 Database,,CTx
Two-Mile Waterhole site,41UV351,UGA-12403,"Level 4, Feature 4, Test pit 11, 30-40 level cm", ,Charcoal, ,No,830,40,Corrected,830,40,-25.85,Measured,840,40, ,TP11-D13,"Budd, Jon, Goode, Glenn, 2006, Archeological Testing at the Two-Mile Waterhole Site, 41UV351: Farm to Market Road 2369. Uvalde County, Texas, Volume 06, No. 1, Texas Department of Transportation Environmental Affairs Division",Budd 2006,CTx
Anthon Site,41UV60,Tx-2383, , ,Wood Charcoal, ,No,830,99,Corrected,830,99,-25,Estimated,830,70,AMS, ,"Goode, Glenn T, 2002, The Anthon Site: A Prehistoric Encampment in Southern Uvalde County, Texas, Report 38, Texas Antiquities Committee Permit No. 88, Texas Department of Transportation",Goode 2002,CTx
,41BX1785,D-AMS 008855,Fea 1,,assume C3,,No,837,30,Corrected,837,30,-20.6,,873,,,,,,CTx
Three Dog ,41CX95,Tx-1708,Feature #11,Hearth,Charcoal,,No,840,70,Corrected,840,70,,,,,,,"Valastro, S. Jr., 1977. University of Texas at Austin Radiocarbon Dates XI. Vol. 19, No. 2.",Valastro 1977,CTx
,41BX254,Beta-260893,"Unit 69 Feature 32, 29cmbs",,charred material,,No,840,40,Corrected,840,40,-24.3,,830,,,,,,CTx
Buckhollow,41KM16,UGa-12737,"Lot 25, V7",,Pottery Residue,Toyah sherd,No,850,40,Corrected,850,40,-22.5,measured,810,40,AMS,,CARD March 2020 Database,,CTx
The Toyah Bluff Site,41TV441,Beta-131110,"Blk. 2, Feature 15, (under feature rocks)",,Charred materials,,No,850,50,Corrected,850,50,-27.9,measured,800,50,AMS,Sample TB92,"Duplicate Assay nos, check. Karbula, J. Feit, R., and Griffith, T. (2001). Changing Perspectives on the Toyah: Data Recovery Investigations of 41TV441, The Toyah Bluff Site Travis County, Texas. Hicks and Company Archeology Series No. 94",Karbula 2001,CTx
Heard Schoolhouse,41UV86,CAMS-8968,"N12/E6, level 2", ,Charcoal,Oak?,No,850,60,Corrected,850,60,0, ,0,0,AMS, ,"Kelly Pertulla database, CARD.  Black et al 1997 (Hot Rock Cooking)", ,CTx
Loeve-Fox Site,41WM133,Tx-1765,Hearth 2,Hearth 2,,,No,850,100,Raw,,,,,850,100,Radiometric,,"Prewitt, 1974; Archeological Investigations at the Loeve-Fox Site, Williamson County, Texas. ",Prewitt 1974.pdf,CTx
,41BX1623,Beta-215663,"Unit 4, Level 5",,charred material,,No,850,40,Corrected,850,40,-23.8,,830,,,,,,CTx
Cibolo Crossing,41BX377,TX-2771,"N1008 E992, Unit 3 (13cm)",,charcoal,,No,850,70,Corrected,850,70,,,890,,,,,,CTx
,41BL233,BETA-64246,,BRMO,CHARCOAL,,No,860,70,Corrected,860,70,-25.9,measured,870,70,AMS,,Fort Hood Database,,CTx
,41CV1415,BETA-167183,"Unit #10, Feature #3, Depth 44cm",HEARTH,CHARCOAL,OAK,No,860,60,Corrected,860,60,-26.1,measured,,,Radiometric,,Fort Hood Database,,CTx
Varga ,41ED28,UGA-12713,,,,,No,860,40,Corrected,860,40,-9.8,measured,610,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
Heard Schoolhouse Site,41UV86,CAMS-9069, , ,Charcoal,Charred acorn seed,No,860,60,Corrected,860,60,-27.5,Measured,860,60,AMS, ,Robert Kelly Database- Could not find original source., ,CTx
,41BX36,RL-816,Unit 1 (20-30cm),,charcoal,,No,860,100,Corrected,860,100,0,,900,,,,,,CTx
Cibolo Crossing,41BX377,Beta-126358,N1001 E997 (100.13m),,charred material,,No,863,40,Corrected,863,40,-25.4,,870,,,,,,CTx
,41CV115,OxA-21508,"Unit #25.818R16.746, Feature #VI (F21), Depth 20-25cm",,CHARCOAL,,No,864,28,Corrected,864,28,-29,measured,,,,,Fort Hood Database,,CTx
,41BL233,BETA-64247,,BRMO,CHARCOAL,,No,870,70,Corrected,870,70,-26.4,measured,890,70,AMS,,Fort Hood Database,,CTx
,41CV115,UCIAMS-19133,"Unit #25.474R22.267, Depth 35-40cm",,CHARCOAL,,No,870,15,Corrected,870,15,-26.6,measured,,,,,Fort Hood Database,,CTx
,41CV1479,BETA-87646,"Unit #1, Feature #1, Depth 210cm",ROCK-FILLED DEPRESSION,CHARCOAL,,No,870,60,Corrected,870,60,-27.7,measured,,,AMS,,Fort Hood Database,,CTx
Corn Creek #2,41MK9,CAMS- 9064,Midden A Lev 3,midden,wood charcoal,,No,870,70,Corrected,870,70,-25,estimated,870,70,AMS,,Robert Kelly Database ,,CTx
Honey Creek,41MS32,CAMS-7461,Level 2,,Charcoal,cf. buckthorn,No,870,60,Corrected,870,60,-25,estimated,870,60,AMS,,,,CTx
Heard Schoolhouse Site,41UV86,CAMS-9071, , ,Charcoal,Wood charcoal,No,870,70,Corrected,870,70,-21.6,measured,0,0,AMS, ,Robert Kelly Database- Could not find original source., ,CTx
Loeve-Fox Site,41WM133,Tx-1925,Charcoal-filled Pit in Cemetery ,Charcoal-filled Pit in Cemetery ,,,No,870,60,Raw,,,,,870,60,Radiometric,,"Prewitt, 1974; Archeological Investigations at the Loeve-Fox Site, Williamson County, Texas. ",Prewitt 1974.pdf,CTx
,41BL991,BETA-153669,,HEARTH,CHARCOAL,,No,880,40,Corrected,880,40,-27.2,measured,,,AMS,,Fort Hood Database,,CTx
,41CX196,B-21625,"Unit 2, Level 2",Midden,,,No,880,90,Corrected,880,90,,,,,,Few details listed. Reference given (Carlson & Mueller-Wille 1994) not located in search.�,"Turpin, Solveig A., 2000. Block 13: Archeological Survey on University Lands Crockett County, Texas. The University of Texas at Austin. ",Turpin 2000,CTx
Varga Site,41ED28,UGa-12708,Feature 1a ,,Bone,,No,890,40,Corrected,890,40,-31.6,measured,1000,40,AMS,,CARD March 2020 Database,,CTx
All American Pipeline,41KR229,Beta-21634,"Unit 2, Level 13",Midden crevice,Wood charcoal,,No,890,70,Corrected,890,70,-25,estimated,890,70,,,"Black, Stephen L. et al., 1997. Hot Rock Cooking on the Greater Edwards Plateau: Four Burned Rock Midden Sites in West Central Texas. Volume 1 & 2. Texas Archeological Research Laboratory, The University of Texas at Austin. ","Black, 1997.pdf",CTx
,41CV115,OxA-21390,"Unit #25R20, Depth 60-65cm",,CHARCOAL,,No,893,26,Corrected,893,26,-26,measured,,,,,Fort Hood Database,,CTx
,41BX254,D-AMS 009154,Fea 24,,assume C3,,No,896,19,Corrected,896,19,-22.2,,919,,,,,,CTx
,41CV125,TX-8419,"Unit #2, Depth 20-30cm",,CHARCOAL,WHITE OAK,No,900,90,Corrected,900,90,-26.5,measured,,,,,Fort Hood Database,,CTx
Mustang Branch Site (Terrace),41HY209,Beta-37279,95-105 cm,,charcoal,,No,900,50,Corrected,900,50,,,920,50,,,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,CTx
Flatrock Road,41KM69,UGAMS-4357,,,Pottery Residue,,No,900,40,Corrected,900,40,-21.3,measured,,,AMS,,CARD March 2020 Database,,CTx
Flatrock Road ,41KM69,UW2006,39-50cm,,Ceramic sherd,,No,900,40,Corrected,900,40,-21.3,measured,,,AMS,,"Thompson, Jennifer L. at al, 2012. Archeological Testing and Data Recovery at the Flatrock Road Site, 41KM69, Kimble County, Texas. Center for Archaeological Research, The University of Texas at San Antonio. Archaeological Report, No. 419. ",Thompson 2012.pdf,CTx
Kenyon Rockshelter,41TV742,TX-5288,"Feature 17, Unit N1013/W976, Level 5, Elevation 92.45",Hearth,charcoal,,No,900,70,Raw,,,,,900,70,Radiometric,Burned rock midden later identified as hearth,"Coffman, R., M. Trachte, and M. Collins, 1986. Cultural Ecology of the Kenyon Rockshelter and the Cunningham site, Canyon Creek development, Travis County, Texas. Prewitt and Associates, Inc. No 53.",Coffman 1986,CTx
Panther Springs Creek,41BX228,TX-2811,N100 W99 10-30cmbs,,charred material,,No,900,180,Corrected,900,180,0,,940,,,,,,CTx
,41CV1310,BETA-119140,"Unit #2, Feature #5, Depth 20-30cm",BRMI,CHARCOAL,,No,910,50,Corrected,910,50,-26.9,measured,,,AMS,,Fort Hood Database,,CTx
Corn Creek #2,41MK9,CAMS- 9066,Midden C Lev 1,midden,wood charcoal,,No,910,60,Corrected,910,60,-25,estimated,910,60,AMS,,Robert Kelly Database ,,CTx
La Jita Site,41UV21,Tx-665,"N10/E40, Level 2", ,Charcoal, ,No,910,80,Raw,0,0,0, ,910,80,Radiometric,Corrected age not given,"Hester, Thomas, 1971, Archeological Investigations at La Jita Site, Bulletin of the Texas Archeological Society, Volume 42, The Society at Dallas",Hester 1971,CTx
Two-Mile Waterhole site,41UV351,UGA-12402,"Level 2, Test pit 11, 10-20 level cm", ,Charcoal, ,No,910,40,Corrected,910,40,-24.77,measured,910,40, ,TP11-B11,"Budd, Jon, Goode, Glenn, 2006, Archeological Testing at the Two-Mile Waterhole Site, 41UV351: Farm to Market Road 2369. Uvalde County, Texas, Volume 06, No. 1, Texas Department of Transportation Environmental Affairs Division",Budd 2006,CTx
,41CV317,BETA-83263,"Unit #5, Feature #1, Depth 110-120cm",BR HEARTH,CHARCOAL,,No,920,70,Corrected,920,70,-18.9,measured,,,,,Fort Hood Database,,CTx
,41CV595,BETA-70035,"Unit #1, Feature #1, Depth 50-60cm",BRMI,CHARCOAL,,No,920,80,Corrected,920,80,-25.1,measured,,,,,Fort Hood Database,,CTx
Varga ,41ED28,Beta-175399,"Fea. 36, Blk. A, Unit N101/E47, 40-50 cm",,Charcoal,,No,920,40,Corrected,920,40,-25.6,measured,930,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
Corn Creek #2,41MK9,CAMS 8964,Midden C Lev 3,midden,wood charcoal,,No,920,60,Corrected,920,60,-25,estimated,920,60,AMS,,Robert Kelly Database ,,CTx
Punkinseed Shelter,41TV48,TX-75,"from Square 100, 0.5 to 1.0 ft below surface",Rockshelter,charcoal,,No,920,200,Raw,,,,,920,200,,"Punkinseed A, Associated with Scallorn points, another portion of this sample was previously dated as TX-7, 2355+/- 185 by J.D. Scurlock University of Texas date does not fit the cultural material","Tamers, M.A., F.J. Pearson, and E. Davis. 1964. University of Texas Radiocarbon Dates 2. Radiocarbon Dating Laboratory, Balcones Research Center, The University of Texas. Radiocarbon, Vol 6:138-159. ",Tamers 1964,CTx
La Jita Site,41UV21,Tx-682,"N15/E35, Level 4", ,Charcoal, ,No,920,90,Raw,0,0,0, ,920,90,Radiometric,Corrected age not given,"Hester, Thomas, 1971, Archeological Investigations at La Jita Site, Bulletin of the Texas Archeological Society, Volume 42, The Society at Dallas",Hester 1971,CTx
,41CV115,OxA-21391,"Unit #25R20, Depth 60-65cm",,CHARCOAL,,No,926,26,Corrected,926,26,-26,measured,,,,,Fort Hood Database,,CTx
,41CV44,BETA-83255,"Unit #3, Feature #1, Depth 70-80cm",BRMI,CHARCOAL,JUNIPER,No,930,50,Corrected,930,50,-24.1,measured,,,,,Fort Hood Database,,CTx
,41HY165,UCIAMS-84276,"Unit 2, Level 5, Quad SE, Depth: 33-43 cm",,hardwood,Quercus,No,930,20,Corrected,930,20,,,,,AMS,Field number 165-65-27,"Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,CTx
,41LM50,Beta-345275,67 cmbs ,,Wood charcoal ,Oak ,No,930,30,Corrected,930,30,-25,estimated,930,30,AMS ,2 sigma calibration given: AD 1020-1170,"Quigg, J. Michael, Matchen, Paul M., Ricklis, Robert A., Gray, Shannon, Frederick, Charles D., 2014, Eligibility Testing at Three Prehistoric Sites at Lynch Creek, Lampasas County, Texas, Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State",Quigg 2014,CTx
Smith Rockshelter,41TV42,Tx-511,"Square 0-N1, C-D, 72-80 in., Layer I",Rockshelter,Charcoal,,No,930,80,Corrected,930,80,,,,,Radiometric,,CARD March 2020 Database,,CTx
Smith Rockshelter,41TV42,Tx-512,Layers VI-VII,Rockshelter,Charcoal,,No,930,60,Corrected,930,60,,,,,Radiometric,,CARD March 2020 Database,,CTx
Heard Schoolhouse Site,41UV86,CAMS-9068, , ,Charcoal,Charred sotol/yucca,No,930,70,Corrected,930,70,-22.2,measured,790,70,AMS, ,Robert Kelly Database- Could not find original source., ,CTx
Panther Springs Creek,41BX228,TX-3856,Area A N1018.60 E1015.83 (98.31m) 31cmbs Feature 5,,charred material,,No,930,60,Corrected,930,60,,,980,,,,,,CTx
Spring Lake site,41HY160,UCIAMS-87429,,,,,No,935,20,Corrected,935,20,,,,,AMS,,"Lohse, J. Stephen Black, Laly Cholak, 2014. Toward an improved Archaic Radiocarbon Chronology for Central Texas. Bulletin of the Texas Archaeological Society 85",Lohse 2014a,CTx
,41BL1355,ICA-17C/503,,,Charcoal,,No,940,40,Corrected,940,40,,,,,AMS,,CARD March 2020 Database,,CTx
,41CV1479,BETA-87645,"Unit #2, Depth 190-200cm",,CHARCOAL,,No,940,60,Corrected,940,60,-26.8,measured,,,AMS,,Fort Hood Database,,CTx
Dunlap�,41CX5,Tx-310,NW 1/4 of feature 1,Midden,Charcoal,,No,940,120,Corrected,940,120,,,,,,,"Valastro, S. Jr., 1968. University of Texas at Austin Radiocarbon Dates VI. Vol. 10, No. 2.",Valastro 1968,CTx
Varga ,41ED28,Beta-175398,"Fea. 36, Blk. A, Unit N101/E47 30-40 cm",,Charcoal,,No,940,40,Corrected,940,40,-25.5,measured,950,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
Slippery Slope ,41MS69,UGA-14109,"Unit 1, 20-30 cmbs",Burned rock midden,Charcoal,Oak,No,940,40,Corrected,940,40,-25,estimated,940,40,AMS,,"Quigg, J. Michael, et al., 2015. Eligibility Assessment of the Slippery Slope Site (41MS69) in TxDOT Right-of-Way in Mason County, Texas. TRC Enviromental Corporation, TRC Technical Report Nos. 43252 (106895) and 211462. ",Quigg 2015-2.pdf,CTx
Smith Rockshelter,41TV42,Tx-506,Zone VI,Rockshelter,Charcoal,,No,940,80,Corrected,940,80,,,,,Radiometric,,CARD March 2020 Database,,CTx
Loeve-Fox Site,41WM133,Tx-1923,Charcoal-filled Pit in Cemetery ,Charcoal-filled Pit in Cemetery ,,,No,940,60,Raw,,,,,940,60,Radiometric,,"Prewitt, 1974; Archeological Investigations at the Loeve-Fox Site, Williamson County, Texas. ",Prewitt 1974.pdf,CTx
,41LM50,Beta-345274,70-80 cmbs ,,Wood charcoal ,Oak ,No,950,30,Corrected,950,30,-24.4,measured,940,30,AMS ,2 sigmaa calibration given: AD 1020-1160,"Quigg, J. Michael, Matchen, Paul M., Ricklis, Robert A., Gray, Shannon, Frederick, Charles D., 2014, Eligibility Testing at Three Prehistoric Sites at Lynch Creek, Lampasas County, Texas, Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State",Quigg 2014,CTx
,41TV2265,Beta-229553,"CF2, 110-120 cmbs",hearth,charred material,,No,950,40,Corrected,950,40,-25.6,measured,940,40,AMS,,"Brownlow, R. Frederick, C. 2007. Cultural Resources Investigations on the Proposed 1060-Acre Vizcaya Development, Spicewood, Travis County, Texas. Volume 2: NRHP Eligibility Testing Investigations. Prepared for Lake Travis Ranch, LLC, Horizon Enivironmental Services, Inc. ",Brownlow 2007,CTx
Heard Schoolhouse,41UV86,CAMS-8974,"N16/E3, level 3", ,Charcoal,Oak?,No,950,60,Corrected,950,60,0, ,0,0,AMS, ,"Kelly Pertulla database, CARD.  Black et al 1997 (Hot Rock Cooking)", ,CTx
Shepherd Site,41WM1010,Beta 176585,"Block D3, third paleosol, south wall, 260 cmbd",,,,No,950,50,Corrected,950,50,-24.8,measured,950,50,,Material dated not specified,"Dixon, Boyd and Robert Rogers, 2006; ""Prehistoric Encampments at the Shepherd Site: Testing and Data Recovery at 41WM1010 Williamson County, Texas."" PBS&J.�",Dixon 2006.pdf,CTx
Panther Springs Creek,41BX228,TX-3855,Area B N1011.45 E996.88 (99.34m) Feature 3,,charred material,,No,950,150,Corrected,950,150,0,,1010,,,,,,CTx
,41BL278,UGa-14097,"Feature 3, ash ",,Charcoal,,No,960,40,Corrected,960,40,-25,estimated,,,AMS,,CARD March 2020 Database,,CTx
,41BL488,BETA-149101,,,CHARCOAL,OAK,No,960,40,Corrected,960,40,-25.8,measured,,,AMS,,Fort Hood Database,,CTx
,41CV317,TX-8420,"Unit #1, Depth 90-100cm",,CHARCOAL,,No,960,50,Corrected,960,50,-27,measured,,,,,Fort Hood Database,,CTx
Spring Lake site,41HY160,UCIAMS-87430,,,,,No,960,20,Corrected,960,20,,,,,AMS,,"Lohse, J. Stephen Black, Laly Cholak, 2014. Toward an improved Archaic Radiocarbon Chronology for Central Texas. Bulletin of the Texas Archaeological Society 85",Lohse 2014a,CTx
